1HGCT1B38EA010697
1HGCV1F59MA067740
1HGCV1F32MA043441
1HGCV1F18LA040427
1HGCV2F9XLA022829
1HGCV2F31LA015408
1HGCT2B09GA005927
1HGCV1F59MA060495
1HGCR3F90GA022600
1HGCV1F38MA061748
1HGCV1F56JA183876
1HGCR2F33GA204605
1HGCR2F96GA130830
1HGCV1F34NA037707
1HGCP2F82BA123086
1HGCP2F81AA112613
1HGCP2F67CA048398
1HGCV1F48LA107540
1HGCV1F35MA054580
1HGCR2F3XEA251806
1HGCV1F38KA120651
1HGCR2F38EA027983
1HGCV1F45MA095414
1HGCV1F1XLA057164
1HGCV1F1XKA105647
1HGCV1F38LA053891
1HGCR2F38DA034592
1HGCP26369A083366
1HGCP2F33CA148889
1HGCR2F71HA129178
1HGCR2F82EA288358
1HGCV1F3XLA055982
1HGCV1F47KA079941
1HGCR2F57EA262487
1HGCV2F63JA015921
1HGCV1F32LA118363
1HGCV1F12KA133782
1HGCS1B80CA021754
1HGCP2F77BA094112
1HGCR2F72EA268196
1HGCP2F65CA175215
1HGCR2F8XEA297695
1HGCR2F36EA102356
1HGCV1F11KA051624
1HGCV1F37KA095595
1HGCV1F1XLA036699
1HGCT1B32DA011343
1HGCV1F39KA007761
1HGCV1F3XKA127259
1HGCV1F37LA108198
1HGCT2B0XGA004950
1HGCR2F57EA090087
1HGCM56834A021888
1HGCV2F31MA013479
1HGCR2F12HA235182
1HGCP2F64CA029453
1HGCV1F3XMA064358
1HGCR2F19HA061109
1HGCV2F99KA008614
1HGCV1F34LA148139
1HGCV1F58LA038342
1HGCV1F34LA010102
1HGCV2F32LA001646
1HGCR2F70FA005996
1HGCR2F32EA263674
1HGCR2F51FA100811
1HGCR2F53EA135672
1HGCR2F33HA098643
1HGCV1F18MA058508
1HGCP2F84BA099129
1HGCV1F19KA096276
1HGCV1F44JA266228
1HGCV1F15LA129100
1HGCV1F42LA154577
1HGCV1F38MA080378
1HGCV1F33LA023441
1HGCV1F38KA167310
1HGCV1F19KA076514
1HGCV1E32KA100798
1HGCR2F53FA172948
1HGCV1F34MA062878
1HGCV1F15LA026999
1HGCV1F35JA015371
1HGCP2F37CA019635
1HGCR2F55EA235210
1HGCR2F51EA124962
1HGCV1F35LA068610
1HGCV1F10LA004540
1HGCV1F15LA063762
1HGCT1B81GA011978
1HGCP2F69CA212492
1HGCR3F97EA000090
1HGCV1F31NA005488
1HGCR2F30EA084453
1HGCP2F45AA139603
1HGCR2F56FA086744
1HGCV1F37KA106241
1HGCV1F37JA102477
1HGCV1F39JA067327
1HGCV1F5XMA123524
1HGCP2F86AA071881
1HGCV1F16JA265281
1HGCP2F36BA047392
1HGCP2F48AA139269
1HGCV2F53KA025244
1HGCV1F30LA022280
1HGCV1F32JA083465
1HGCR2F32FA157680
1HGCV1F42LA006753
1HGCV1F90JA012320
1HGCR2F80FA074518
1HGCV1F18KA077587
1HGCV1F49MA032171
1HGCV1F38KA158977
1HGCV1F51LA000046
1HGCV1F51JA196194
1HGCP3F88CA011383
1HGCR2F57EA186141
1HGCV1F37KA160915
1HGCV1F33LA106254
1HGCV1F30JA268890
1HGCV1F32KA127224
1HGCV1F10JA100665
1HGCV1F30LA046269
1HGCV1F33LA019972
1HGCP2F38AA027630
1HGCS2B80CA010436
1HGCP263X9A187133
1HGCR3F80GA030073
1HGCR2F6XGA133381
1HGCR2F3XDA110412
1HGCV1F49JA081706
1HGCV1F33KA057023
1HGCV1F3XKA020664
1HGCV1F32LA006176
1HGCV1F38KA101632
1HGCV1F30MA016450
1HGCV2F91MA016371
1HGCR2F56FA161507
1HGCP3F81CA009491
1HGCP2F39AA145539
1HGCV1F3XLA154060
1HGCV1F31KA065931
5KBCP3F85AB010955
1HGCV1F33JA202446
1HGCR2F51FA045129
1HGCP2F38AA091408
1HGCR2F53EA282932
1HGCR3F83HA007291
1HGCR2F84GA219495
1HGCR2F56FA262210
1HGCR2F79HA297943
1HGCR2F57HA293002
1HGCR2F51GA036061
1HGCV1F37KA128885
1HGCR2E53EA228936
1HGCS1B81CA023707
1HGCR2F68GA082429
1HGCP2F84AA192697
1HGCP2F73CA005623
1HGCV1F53LA098979
1HGCV1F37KA018516
1HGCV1F32KA020318
1HGCR2F71FA163957
1HGCV1F58KA120053
1HGCV1F3XLA105344
1HGCV1F4XLA009805
1HGCR2F79HA052771
1HGCR2F80EA163228
1HGCV1F34JA058843
1HGCR2F83DA254671
1HGCV1F11JA263342
1HGCV1F42MA002591
1HGCV1F16JA070359
1HGCT1B72DA022376
1HGCR3F92DA037661
1HGCV1F3XMA066868
1HGCV1F44LA084502
1HGCV1F3XLA024280
1HGCV1F37JA230251
1HGCV2F95LA027081
1HGCV1F30KA007051
1HGCR2F34EA257293
1HGCV1F57LA071784
1HGCV1F45JA241466
1HGCV1F41MA060868
1HGCV1F18MA009731
1HGCV1F3XLA134486
1HGCV1F17MA015178
1HGCV1F13MA071389
1HGCV1F16JA144394
1HGCR2F52EA029388
1HGCR2F3XDA121734
1HGCV1F33LA115262
1HGCR2F17HA115894
1HGCV1F49MA045552
1HGCP2F46BA102366
1HGCR2F80GA054786
1HGCR2F54DA164287
1HGCV1F3XMA046104
1HGCV1F56NA055451
1HGCV1F12KA013206
1HGCV1F34LA034092
1HGCV2F99JA038274
1HGCR2F51DA243755
1HGCV1F5XLA092080
1HGCV1F37JA019227
1HGCV1F10JA100780
1HGCV1F96JA020082
1HGCP2F68CA080549
1HGCV1F36KA176197
1HGCV1F46LA140245
1HGCR2F80EA180093
1HGCV1F6XJA041586
1HGCV1F38JA174997
1HGCV1F44KA106674
1HGCV1F93JA022971
1HGCV1F3XMA054607
1HGCV1F14JA211607
1HGCR2F87FA270519
1HGCR2F36FA048638
1HGCV1F36MA044351
1HGCR2F86DA106224
1HGCT2B07GA006915
1HGCV1F10KA096487
1HGCT1B75HA003083
1HGCR2F85GA134052
1HGCV2F99MA020166
1HGCV2F52KA010024
1HGCV1F17KA061591
1HGCV1F57LA063734
1HGCV2F95KA021411
1HGCV2F57KA013081
1HGCV1F51JA107451
1HGCP2F60CA128321
1HGCV1F38JA068811
1HGCR2F52GA146391
1HGCV1F30JA153206
1HGCP2F30CA169845
1HGCR2F87EA180446
1HGCT2B82EA007814
1HGCV2F9XMA001352
1HGCV1F42KA117687
1HGCR2F39HA166380
1HGCR2F53DA273257
1HGCR2F35EA018867
1HGCV1F50KA078137
1HGCP2F80AA063615
1HGCP2F75CA125116
1HGCV1F33LA050199
1HGCR2F54FA124150
1HGCP2F62CA238674
1HGCR2F8XFA143098
1HGCV1F1XKA005919
1HGCP2F73AA191936
1HGCP2F88AA188071
1HGCP26389A180648
1HGCP2F41AA103701
1HGCV1F38LA087586
1HGCR2F53EA167263
1HGCR2F30GA206943
1HGCV2F54KA017086
1HGCV1F38JA097676
1HGCV1F35LA004793
1HGCV1F92JA012772
1HGCV1F38NA086229
1HGCV1F12MA067849
1HGCV1F18MA113894
1HGCV1F3XLA025512
1HGCV2F55KA028582
1HGCV1F40MA004579
1HGCV1F34JA251283
1HGCR2F59EA144926
1HGCP2F30AA045183
1HGCR2F72FA096415
1HGCV1F10KA174086
1HGCV1F37MA070523
1HGCR2F8XHA182938
1HGCV1F34JA212225
1HGCV1F42NA044387
1HGCV2F99LA030890
1HGCV1F38MA070725
1HGCV2F94LA011423
1HGCV1F36LA076313
1HGCV1F30KA128856
1HGCP2F80BA069691
1HGCR2F73GA003290
1HGCR2F54EA055295
1HGCR3F97HA040805
1HGCV1F15JA194073
1HGCV1F36NA021802
1HGCV1F18KA119644
1HGCV1F44LA027782
1HGCV2F34MA034343
1HGCV2F52LA015094
1HGCV1F40LA058205
1HGCV1F35LA063858
1HGCV1F32KA059717
1HGCV1F33MA053928
1HGCV1F46JA142137
1HGCR2F33GA241668
1HGCV1F4XMA108190
1HGCV1F13KA071826
1HGCV1F43NA041420
1HGCV2F54JA016941
1HGCV1F13LA102204
1HGCV1F18LA037236
1HGCV1F40KA111550
1HGCV1F39KA001328
1HGCR2F85HA224805
1HGCV1F1XMA106137
1HGCV1F37LA096523
1HGCV1F94JA074691
1HGCV1F44MA072786
1HGCR2F14HA046162
1HGCV1F40MA033533
1HGCV1F31MA072140
1HGCV1F16JA183003
1HGCR2F87GA014012
1HGCR2F86HA228829
1HGCR2F89HA277815
1HGCV1E31LA016490
1HGCV1F11MA035796
1HGCV1F15MA035753
1HGCV1F13NA003448
1HGCV1F31NA010867
1HGCR2F37HA189771
1HGCT1B89EA012535
1HGCV1F38LA124510
1HGCP2F85BA151917
1HGCV1F51MA084242
1HGCV2E38JA029871
1HGCV2F99MA031636
1HGCR2F84EA049328
1HGCP2F36CA173575
1HGCV1F37KA127347
1HGCP36808A019291
1HGCR2F82DA168669
1HGCR3F82EA018083
1HGCV1F30JA254245
1HGCR2F82EA145006
1HGCP2F67CA137260
1HGCV1F18LA047023
1HGCV1F47MA075486
1HGCV1F5XMA074678
1HGCP2F43AA007696
1HGCV1F41NA027788
1HGCT2B82EA006906
1HGCP2F60CA158483
1HGCR2F7XFA126602
1HGCV2F56KA019292
1HGCV1F39LA151540
1HGCV1F11NA014593
1HGCP2F62CA187001
1HGCV2F99KA025347
1HGCV1F13LA095609
1HGCR2F32HA154815
1HGCV2F38MA026021
1HGCR3F93GA026964
1HGCV1F37MA106355
1HGCV2F99JA027632
1HGCS22898A010281
5KBCP3F84AB008422
1HGCV1F35KA085194
1HGCV1F33KA080933
1HGCV1E37JA232437
1HGCV2F38MA005038
1HGCR2F36GA194622
1HGCV1F46JA012228
1HGCV1F14KA026362
1HGCP26889A021785
1HGCR3F88HA012745
1HGCV1F42MA003983
1HGCV2F99MA015940
1HGCV1F31KA160988
1HGCV1F35JA255634
1HGCV2F3XMA021192
1HGCR2F86GA149630
1HGCV1F56JA141904
1HGCV1F17LA027412
1HGCV2F96MA005172
1HGCV1F18KA028454
1HGCV1F92JA218321
1HGCR3F80EA041426
1HGCP2F42CA181438
1HGCR2F36EA237420
1HGCV1F34KA172150
1HGCR2F78EA025606
1HGCV2F92JA050668
1HGCV1F5XJA072411
1HGCR2F57FA239504
1HGCV2F33KA036310
1HGCV1F38KA093029
1HGCR2F87EA102328
1HGCT1B88HA005029
1HGCV1F12JA000289
1HGCV1F32JA151490
1HGCT2B86DA012979
1HGCR2F38EA026008
1HGCR3F86HA003509
1HGCR2F93HA280203
1HGCV2F98JA052148
1HGCV2F35LA031692
1HGCR2F8XHA190764
1HGCV1F38KA023045
1HGCR2F32GA014469
1HGCP2F89AA092675
1HGCS1B87CA023100
1HGCV2F31MA021856
1HGCV1F35JA156425
1HGCR2F54DA177122
1HGCV1F37KA113531
1HGCV2F35KA032470
1HGCV2F34MA008101
1HGCR2F55GA136888
1HGCR2F88HA242120
1HGCR2F37HA017689
1HGCV1F46JA153431
1HGCR2F56GA240239
1HGCV1F11LA068280
1HGCR2F35HA095999
1HGCV1F30KA128808
1HGCR3F83HA007274
1HGCR2F81HA037304
1HGCS2B80CA008864
1HGCV1F33LA021379
1HGCP268X9A012392
1HGCP26398A164070
1HGCP2F85CA152230
1HGCR2F18HA251452
1HGCR2E78GA167734
1HGCV1F33JA007608
1HGCT1B3XGA006699
1HGCV1F53JA234086
1HGCV1F38KA164312
1HGCV1F3XLA023971
1HGCV1F59LA112660
1HGCV2F38MA009851
JHMCP26389C006886
1HGCV2F98MA020515
1HGCV1F12JA118777
1HGCR2F82EA234767
1HGCR2F51EA055383
1HGCR2F8XDA171495
1HGCP2F80CA124321
1HGCV2F3XKA021853
1HGCR2F67GA032539
1HGCR2F89HA170683
1HGCV2F94KA033419
1HGCV1F38JA210641
1HGCP3F83CA033923
1HGCT1B35GA006433
1HGCR2F10HA277804
1HGCR2F56GA043359
1HGCM56334A058489
1HGCV1F35MA110033
1HGCR2F50EA044973
1HGCR2F82DA196777
1HGCP2F84BA126894
1HGCT1B84DA008150
1HGCP2F88BA081507
1HGCV1F37LA050996
1HGCT1B71FA014580
1HGCV1F45LA110931
1HGCR2F37HA243005
1HGCR2F55FA210180
1HGCR2F74FA232902
1HGCV1F12JA048875
1HGCV1F51JA131877
1HGCR2F85EA235976
1HGCV1F13KA074712
1HGCV1F32JA217858
1HGCP2F4XAA129570
1HGCV1F32KA121925
1HGCV1F48NA038514
1HGCV1F19JA042054
1HGCR2F52HA237839
1HGCR2F53HA115815
1HGCV1F38LA052305
1HGCV1F31KA101617
1HGCV2F33KA005865
1HGCV1F16JA116045
1HGCR3F96GA014002
1HGCP2F64BA025997
1HGCR2F87FA008693
1HGCP2F42AA192887
1HGCV2F36KA023762
1HGCR2F59HA234839
1HGCV1F35NA058288
1HGCV1F10KA142903
1HGCR2F54EA274905
1HGCV1F18LA013826
1HGCR2E54DA178496
1HGCV1F34JA145691
1HGCT2B84HA001288
1HGCR2F81EA125832
1HGCR2F53FA016022
1HGCV1F33JA210644
1HGCR2F52HA030920
1HGCP2F30CA231213
1HGCV1F12LA113209
1HGCR2F86FA252870
1HGCV1F19JA218665
1HGCT1B70HA006795
1HGCR2F53HA125499
1HGCT1B67GA009229
1HGCP2E75CA049298
1HGCR2F32FA193191
1HGCR2F39GA102614
1HGCR2F33FA013278
1HGCR2F30DA224760
1HGCS1B76BA014488
1HGCV1F32NA015057
1HGCV2F93MA031230
1HGCV1F17LA053623
1HGCV1F38MA029639
1HGCT2B97GA007495
1HGCR3F83DA035571
1HGCR2F38DA279716
1HGCP2F88AA132325
1HGCV1F16KA046662
1HGCV1F39KA040517
1HGCR3F87GA030846
1HGCP3F86CA029784
1HGCR2F34EA129426
1HGCR3F99FA004112
1HGCV1F51JA062110
1HGCS1B39CA012992
1HGCR2F87HA200487
1HGCT1A30HA005838
1HGCV2F31MA003342
1HGCR2F8XEA150518
1HGCP3F89BA000987
1HGCR2F5XHA066970
1HGCP2F31AA070559
1HGCV1F10JA167458
1HGCP2F89AA154365
1HGCV2F58KA011386
1HGCV1E33JA121920
1HGCT2B86EA003927
1HGCV2F96MA000117
1HGCR2F33EA168587
1HGCS1B71CA023620
1HGCR2F52HA094214
1HGCV1F15LA116508
1HGCR2F75GA007292
1HGCV1F49KA158608
1HGCR3F95DA024838
1HGCR2F53GA183711
1HGCR2F7XGA091013
1HGCV1F54JA110604
1HGCR2F50DA214263
1HGCR2F5XHA165269
1HGCR2F32GA174111
1HGCR2F92HA145441
1HGCR2F72FA240366
1HGCR2E51EA080379
1HGCR2F36GA163886
1HGCV1F44JA093651
1HGCP26429A165829
1HGCS1B37BA008227
1HGCR2F04GA012597
1HGCR2F89FA139219
1HGCP2F49CA011786
1HGCP2F67CA059028
1HGCR2F34GA018734
1HGCR2F88EA105108
1HGCR2F84DA129792
1HGCP2F65BA158087
1HGCR2F34HA243026
1HGCP2F38AA167547
1HGCP3F81BA003026
1HGCP2F69BA155757
1HGCV1F46JA063261
1HGCV1F55KA141815
1HGCV2F33LA031397
1HGCV2F35MA021908
1HGCV1F11KA003590
1HGCV1E33LA051127
1HGCV2F39LA007511
1HGCV1F3XLA141826
1HGCV1F39JA096021
1HGCV1F3XLA047591
1HGCR2F33EA007057
1HGCP2F87AA100563
1HGCR2E37DA072123
1HGCR2F51FA096792
1HGCV1F38JA056366
1HGCR2F55FA076478
1HGCV1F11JA258299
1HGCV2F3XKA017544
1HGCR2F35GA063679
1HGCV1F59MA021647
1HGCV1F35LA144925
1HGCV1F3XJA154444
1HGCV1F1XLA035262
1HGCV1F34KA168910
1HGCV1F38JA150800
1HGCV1F92JA156824
1HGCT1B87EA005776
1HGCP3F86CA036976
1HGCT1B89EA004144
1HGCV1E30JA071199
1HGCV1F14LA053191
1HGCV2F94JA035900
1HGCV1F3XJA060757
1HGCV1F95JA172273
1HGCR2F3XFA074725
1HGCV1F59LA045316
1HGCP2F85CA068179
1HGCP26779A036706
1HGCR2F5XEA189566
1HGCP36819A024565
1HGCP26319A185464
1HGCP2F4XAA130363
1HGCR2F33DA276612
1HGCR2F15HA300218
1HGCR2F33FA049942
1HGCP2F87BA100371
1HGCP2F63BA131812
1HGCV2F31JA015101
1HGCV1F59MA080973
1HGCR2F50DA145106
1HGCR2F5XDA042033
1HGCR2F71EA210662
1HGCS12779A020181
1HGCV2F98LA020688
1HGCV1F3XKA171553
1HGCP2F33CA195078
1HGCP2F62BA078505
1HGCV1F34KA035550
1HGCR2F82FA138607
1HGCP26429A077539
1HGCP26359A026320
1HGCR2F38EA137528
1HGCP3F87CA034251
1HGCV1F35LA087044
1HGCV1F34NA084848
1HGCV1F44LA028981
1HGCV1F98JA153653
1HGCR2F3XGA081367
1HGCR2F58FA265044
1HGCR2F36FA248242
1HGCM56347A094826
1HGCV1F38KA132976
1HGCR2F39FA086669
1HGCV2F6XJA007492
1HGCV1F33MA045957
1HGCV1F30KA058596
1HGCP2F62BA115889
1HGCP2F36BA076293
1HGCR2F3XEA176749
1HGCR2F84EA251764
1HGCR2F35HA269103
1HGCR3F82EA032839
1HGCP2F77BA118411
1HGCP3F72CA004730
1HGCR2F81FA043388
1HGCG16591A048580
1HGCV1F1XJA015445
1HGCV1F39JA240537
1HGCP2F6XBA068210
1HGCR2F33DA173612
1HGCV1F60JA173725
3HGCM56496G710111
1HGCM56895A100323
1HGCT1B82DA001634
1HGCV1F39JA174281
1HGCV1F39KA162536
1HGCV1E33KA108375
1HGCP36868A044972
1HGCR3F80EA008412
1HGCV1F52KA112465
1HGCR2F5XEA277307
1HGCV1F31KA003509
1HGCV1F32KA143987
1HGCP2F81AA135454
1HGCS12859A022097
1HGCV1F43MA048432
1HGCV2F56JA034244
1HGCV1F15KA062819
1HGCP2F31CA148034
1HGCV1F12NA004462
1HGCV1F5XKA092031
1HGCR3F86FA005354
1HGCV1F34JA148672
1HGCV2E35KA025861
1HGCR2F84GA105254
1HGCP2F7XCA059713
1HGCP2F87CA051691
1HGCV1F39JA191095
1HGCV1F32KA088327
1HGCV1F11LA030922
1HGCV1F41JA175305
1HGCV1F14KA065193
1HGCV1F12KA098726
1HGCV2E31KA016235
1HGCR2F31EA175277
1HGCV1F54JA206958
1HGCV1F48JA139174
1HGCS1B39BA003319
1HGCP2F70BA026198
1HGCV1F14JA264999
1HGCR2F59HA258977
1HGCV2F34KA026014
1HGCV1F17KA096261
1HGCV1F3XJA212147
1HGCV1F18JA086854
1HGCR3F83EA008355
1HGCV1F30LA022182
1HGCR2F7XGA098723
1HGCR2F94HA217532
1HGCP3F70CA004189
1HGCP2F79AA030247
1HGCR2F57GA125200
1HGCV1F12KA115153
1HGCV1F39KA069533
1HGCR2F38HA303115
1HGCR3F87DA004162
1HGCR2F37GA142514
1HGCR2F75FA157725
1HGCR2F53DA275185
1HGCM56847A062356
1HGCP3F73CA004526
1HGCV2F39KA035064
1HGCP2F71CA113450
1HGCV1F52MA123534
1HGCV1F55MA122880
1HGCV1F59MA121585
1HGCV1F50KA155637
1HGCV1F1XKA093578
1HGCT1B71HA004263
1HGCP2F48CA057920
1HGCR2F81GA003071
1HGCR2F04HA034777
1HGCP26369A175545
1HGCR2F32DA030103
1HGCR3F83FA011600
1HGCR2F77DA081857
1HGCR2F54EA156319
1HGCR3F99GA013782
1HGCR3F9XEA029941
1HGCV1F19JA017560
1HGCV1F52KA135390
1HGCR2F81FA174224
1HGCR2F32HA061972
1HGCR2F50EA011438
1HGCR2F85EA255080
1HGCV1F52JA213651
1HGCT1B34FA012254
1HGCR2F51FA234346
1HGCP2F80CA138350
1HGCV1F35MA122229
1HGCR3F82EA005771
1HGCR2F88EA242114
1HGCR2F33EA020116
1HGCM66507A024165
1HGCV1F33LA130909
1HGCV2F30JA046498
1HGCV2F37KA033345
1HGCV1F11LA114111
1HGCV1F34KA148916
1HGCR2F34EA181798
1HGCP2F81CA083682
1HGCV2F31LA003372
1HGCV1F35KA127122
1HGCV1F32JA266770
1HGCS1B78BA007963
1HGCS12399A010474
1HGCT1B38HA006573
1HGCP2F62CA143788
1HGCR2F39GA233445
1HGCR2F56HA169951
1HGCV1F19JA191189
1HGCR2F87DA225397
1HGCR3F80EA022388
1HGCR2F55DA277049
1HGCP2F83AA161750
1HGCV1F91JA089245
1HGCP2F30CA056168
1HGCV1F45JA015959
1HGCV2F31LA014789
1HGCV1F38MA098671
1HGCR2F39DA222604
1HGCP2F33BA066630
1HGCV1F17NA019510
1HGCR2E32EA172681
1HGCM56396A137815
1HGCV1F52JA121200
1HGCS1B77BA017142
1HGCV1F14KA055134
1HGCR2F54GA125719
1HGCR2F52HA292047
1HGCR2F59HA027660
1HGCV1F17JA250580
1HGCS12309A023906
1HGCR2F83HA154656
1HGCV1F69JA029820
1HGCV1F10KA113806
1HGCV1F46MA021080
1HGCV1F30JA102224
1HGCV1F46MA068934
1HGCV1F37LA096215
1HGCR2F5XFA227329
1HGCV1F39KA170135
1HGCR2F86GA170963
1HGCT2B0XHA005632
1HGCV1F3XJA029539
1HGCV1E31JA043167
1HGCV1F10LA030801
1HGCV1F42MA049863
1HGCR2F35GA119281
1HGCR2F50HA273223
1HGCV1F48NA098373
1HGCV2F97JA018377
1HGCV1F46NA101335
1HGCV1F34NA101597
1HGCR2F8XFA064059
1HGCR2F51DA245036
1HGCR2F59EA100229
1HGCV1F35LA135187
1HGCR3F07GA031439
1HGCP2F31AA167826
1HGCV1F19JA047870
1HGCV1F48JA039768
1HGCR2F83HA209526
1HGCR2F15HA102531
1HGCV1F30MA066698
1HGCV1F34MA074027
1HGCR2F35HA133280
1HGCR2F30GA222074
1HGCV1F53KA136631
1HGCR2F81DA193062
1HGCR3F84HA021135
1HGCV1F14JA006949
1HGCV1F45MA032197
1HGCR2F30EA231516
1HGCP26709A192795
1HGCP2F72CA049631
1HGCR2F34DA212448
1HGCV1F38KA176119
1HGCR2F71FA195985
1HGCV1F37LA013379
1HGCR2F19HA255462
1HGCV1F31JA060727
1HGCR2F15HA225567
1HGCR2F58GA043346
1HGCV1F9XJA037662
1HGCR2F87FA270214
1HGCV1F37JA184808
1HGCR2F89GA078553
1HGCR2F70FA239121
1HGCV1F36MA031471
1HGCR2F55GA163220
1HGCV1F31KA126114
1HGCV1F14LA104026
1HGCR2F8XGA219176
